CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
92078,Existing Customer,39,M,1,Uneducated,Married,$80K - $120K,Blue,26,6,2,3,16040.0,1220,14820.0,0.862,1923,49,0.4,0.076,0.00018475,0.99982
92079,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,36,3,3,1,2801.0,1980,821.0,0.882,1600,45,0.406,0.7070000000000001,0.00010545,0.99989
92080,Existing Customer,62,F,1,Uneducated,Married,Less than $40K,Blue,49,5,4,2,2658.0,1158,1500.0,0.47600000000000003,1809,41,0.46399999999999997,0.436,0.00020979,0.99979
92081,Existing Customer,58,F,1,,Married,$40K - $60K,Blue,48,3,3,2,12423.0,1910,10513.0,0.405,1208,38,0.35700000000000004,0.154,0.00018558,0.9998100000000001
92082,Existing Customer,39,F,2,High School,Married,,Blue,27,6,1,3,9347.0,1988,7359.0,1.173,2201,46,1.091,0.213,9.0056e-05,0.9999100000000001
92083,Existing Customer,30,M,2,College,Divorced,$40K - $60K,Blue,22,3,3,4,3143.0,1075,2068.0,0.643,2510,57,0.629,0.342,0.00050168,0.9995
92084,Existing Customer,46,M,4,Doctorate,Married,$80K - $120K,Blue,39,3,3,1,5106.0,1539,3567.0,0.907,3784,74,0.609,0.301,0.00016463,0.99984
92085,Existing Customer,39,M,2,College,Married,$60K - $80K,Blue,31,6,3,2,9871.0,1061,8810.0,0.545,1683,34,0.478,0.107,0.00017488,0.9998299999999999
92086,Existing Customer,53,F,1,College,Married,$40K - $60K,Blue,43,4,4,2,1525.0,1411,114.0,0.66,1911,47,0.958,0.925,0.00019837,0.9998
92087,Existing Customer,34,M,1,Uneducated,Married,$120K +,Blue,36,6,2,1,19630.0,1251,18379.0,1.399,2286,39,0.696,0.064,6.6245e-05,0.9999299999999999
92088,Existing Customer,54,F,0,Graduate,Divorced,Less than $40K,Silver,36,4,3,1,12547.0,1378,11169.0,1.12,3360,56,0.75,0.11,8.411e-05,0.99992
92089,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,36,4,1,3,17686.0,0,17686.0,0.733,2047,46,0.5329999999999999,0.0,9.344799999999999e-05,0.9999100000000001
92090,Existing Customer,39,M,2,Uneducated,Married,$60K - $80K,Blue,28,6,3,5,3257.0,2517,740.0,0.539,1534,35,0.591,0.773,0.00091777,0.99908
92091,Existing Customer,36,F,3,Graduate,Married,Less than $40K,Blue,28,4,3,2,4824.0,2517,2307.0,0.838,1516,32,0.391,0.522,0.00018665,0.9998100000000001
92092,Existing Customer,38,M,3,High School,Married,$40K - $60K,Blue,32,6,6,2,8603.0,1046,7557.0,0.826,1758,40,0.7390000000000001,0.122,0.00014324,0.9998600000000001
92093,Existing Customer,45,M,4,,Married,$60K - $80K,Blue,36,6,1,1,11498.0,1577,9921.0,0.7559999999999999,4014,70,0.489,0.13699999999999998,3.8289e-05,0.9999600000000001
92094,Existing Customer,28,F,0,Graduate,Divorced,Less than $40K,Blue,23,5,1,3,3818.0,584,3234.0,0.7,2947,87,0.706,0.153,7.9494e-05,0.99992
92095,Existing Customer,37,F,1,High School,Single,,Blue,36,6,2,2,16594.0,1931,14663.0,0.7020000000000001,2134,47,0.8079999999999999,0.11599999999999999,0.00010386,0.9999
92096,Existing Customer,57,M,0,Graduate,Married,$40K - $60K,Blue,48,4,2,2,5387.0,2047,3340.0,0.579,1546,36,0.5,0.38,9.7673e-05,0.9999
92097,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,36,5,1,1,2930.0,773,2157.0,0.6609999999999999,1545,21,0.909,0.264,3.4833000000000003e-05,0.99997
92098,Existing Customer,33,M,0,,Single,$40K - $60K,Blue,36,6,1,1,10023.0,504,9519.0,0.9420000000000001,2878,65,0.625,0.05,3.1329e-05,0.99997
92099,Existing Customer,38,M,1,Uneducated,Married,$60K - $80K,Blue,25,6,2,3,9303.0,1599,7704.0,1.4080000000000001,2261,37,0.542,0.172,0.00018475,0.99982
92100,Existing Customer,36,M,3,,Married,$60K - $80K,Blue,36,4,2,2,2956.0,2411,545.0,0.971,1896,31,0.8240000000000001,0.816,0.00012982,0.99987
92101,Existing Customer,37,M,2,High School,Married,$60K - $80K,Blue,30,4,1,2,2218.0,1266,952.0,0.7090000000000001,1941,58,0.568,0.5710000000000001,5.3541999999999997e-05,0.99995
92102,Existing Customer,36,M,1,,Married,$80K - $120K,Blue,26,6,2,1,9959.0,0,9959.0,0.57,2021,41,0.7829999999999999,0.0,7.0819e-05,0.9999299999999999
92103,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,5,3,2,5335.0,1373,3962.0,0.5579999999999999,1435,29,0.611,0.257,0.00019191,0.9998100000000001
92104,Existing Customer,52,M,1,Graduate,Married,$60K - $80K,Blue,43,3,3,2,7187.0,2014,5173.0,0.649,1159,26,0.733,0.28,0.00016883,0.9998299999999999
92105,Existing Customer,53,F,1,Graduate,Married,Less than $40K,Blue,39,5,2,4,2590.0,1564,1026.0,0.386,1188,40,0.6,0.604,0.00030653,0.99969
92106,Existing Customer,27,F,1,High School,Single,Less than $40K,Blue,19,4,1,3,4255.0,1748,2507.0,0.516,2236,57,0.541,0.41100000000000003,8.453e-05,0.99992
92107,Existing Customer,32,F,0,High School,Married,Less than $40K,Blue,26,6,2,3,2778.0,2312,466.0,0.727,1680,33,1.062,0.8320000000000001,0.0001597,0.99984
92108,Existing Customer,57,M,4,Graduate,Married,$120K +,Blue,51,4,3,1,10711.0,1970,8741.0,0.71,1180,29,1.4169999999999998,0.184,0.00011377,0.99989
92109,Attrited Customer,58,M,2,Uneducated,Single,$120K +,Blue,46,2,3,4,16163.0,0,16163.0,0.542,2171,48,0.778,0.0,0.9981200000000001,0.00188031
92110,Existing Customer,54,F,2,High School,Married,Less than $40K,Blue,45,6,1,1,2513.0,1126,1387.0,0.324,1454,30,0.25,0.44799999999999995,3.2288e-05,0.99997
92111,Existing Customer,45,M,3,Graduate,Divorced,$60K - $80K,Blue,37,4,1,1,3291.0,1607,1684.0,1.26,1984,38,0.652,0.488,3.4465e-05,0.99997
92112,Existing Customer,36,F,2,Post-Graduate,Divorced,Less than $40K,Blue,25,5,2,4,8917.0,1091,7826.0,1.1520000000000001,3327,80,0.86,0.122,0.00038424,0.9996200000000001
92113,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,29,3,5,2,4955.0,1157,3798.0,0.8959999999999999,1824,38,0.727,0.23399999999999999,0.00020089999999999998,0.9998
92114,Existing Customer,39,F,1,Graduate,Married,$40K - $60K,Blue,30,6,1,2,2909.0,1274,1635.0,0.593,1532,26,0.3,0.43799999999999994,5.1696999999999996e-05,0.99995
92115,Existing Customer,34,M,3,High School,Single,$80K - $120K,Silver,21,6,4,3,34516.0,2517,31999.0,0.7909999999999999,2901,75,0.9229999999999999,0.073,0.00033322,0.9996700000000001
92116,Existing Customer,54,F,2,Uneducated,Married,$40K - $60K,Blue,43,5,1,1,1438.3,0,1438.3,0.531,1707,41,0.7829999999999999,0.0,3.415e-05,0.99997
92117,Existing Customer,54,M,2,High School,Married,$80K - $120K,Blue,49,3,1,4,14015.0,2065,11950.0,0.7040000000000001,1903,49,0.633,0.147,0.00015363,0.99985
92118,Existing Customer,36,M,2,Graduate,Married,$60K - $80K,Blue,28,6,2,2,2540.0,1402,1138.0,1.127,2384,61,0.794,0.552,0.00011382,0.99989
92119,Existing Customer,37,M,2,High School,Divorced,$120K +,Blue,24,4,2,2,3497.0,1665,1832.0,0.627,2337,61,0.564,0.47600000000000003,0.00011065,0.99989
92120,Existing Customer,27,M,0,Uneducated,Married,$40K - $60K,Blue,15,4,3,4,3682.0,0,3682.0,0.685,1826,35,0.75,0.0,0.00045531,0.99954
92121,Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,41,6,2,1,4430.0,1543,2887.0,0.752,3395,70,0.628,0.348,7.1987e-05,0.9999299999999999
92122,Existing Customer,26,M,0,,Single,,Blue,16,5,3,2,3877.0,0,3877.0,0.773,2473,33,0.833,0.0,0.00016966,0.9998299999999999
92123,Existing Customer,56,M,1,Graduate,Married,$60K - $80K,Blue,36,3,2,3,15124.0,1974,13150.0,0.826,1850,44,0.5710000000000001,0.131,0.00017969,0.99982
92124,Existing Customer,58,F,2,Graduate,Married,Less than $40K,Blue,53,5,3,1,7712.0,962,6750.0,0.418,1574,34,0.062,0.125,0.00010848,0.99989
92125,Existing Customer,42,F,2,Graduate,,,Blue,34,5,2,2,19373.0,1142,18231.0,0.655,1792,48,0.455,0.059000000000000004,0.00011382,0.99989
92126,Existing Customer,30,M,1,College,Single,,Blue,13,3,3,3,21590.0,2517,19073.0,0.813,2567,70,0.795,0.11699999999999999,0.00027607,0.99972
92127,Existing Customer,38,M,1,High School,Married,$60K - $80K,Blue,32,4,2,1,3657.0,1687,1970.0,1.357,2758,55,0.833,0.461,6.263300000000001e-05,0.9999399999999999
92128,Existing Customer,47,F,2,Uneducated,Divorced,,Silver,35,3,1,4,32444.0,1843,30601.0,1.127,3725,60,0.622,0.057,0.00014682,0.99985
92129,Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,24,5,1,2,5830.0,1665,4165.0,0.684,2263,60,0.7140000000000001,0.28600000000000003,5.1696999999999996e-05,0.99995
92130,Attrited Customer,54,F,2,Post-Graduate,Married,Less than $40K,Blue,47,3,4,3,1438.3,0,1438.3,1.053,1154,22,0.375,0.0,0.9976799999999999,0.00231842
92131,Existing Customer,65,F,1,Graduate,Single,,Blue,55,5,2,4,6463.0,1660,4803.0,0.995,2336,49,1.722,0.257,0.00030653,0.99969
92132,Existing Customer,33,M,2,High School,Single,$60K - $80K,Blue,23,4,2,1,2400.0,0,2400.0,1.064,2677,70,0.892,0.0,6.6728e-05,0.9999299999999999
92133,Existing Customer,44,F,1,Doctorate,Divorced,Less than $40K,Blue,39,5,2,4,2311.0,1830,481.0,1.2890000000000001,1701,33,1.357,0.792,0.00044353,0.99956
92134,Existing Customer,57,F,3,,Married,$40K - $60K,Blue,48,4,2,2,3585.0,1244,2341.0,0.507,1344,37,0.85,0.34700000000000003,0.00012982,0.99987
92135,Existing Customer,34,M,3,Uneducated,Married,$80K - $120K,Blue,25,6,3,2,9131.0,916,8215.0,0.863,1893,36,0.565,0.1,0.00019191,0.9998100000000001
92136,Existing Customer,63,F,0,Uneducated,Single,$40K - $60K,Blue,56,3,6,4,1438.3,0,1438.3,0.8640000000000001,3630,71,0.578,0.0,0.00035944,0.99964
92137,Existing Customer,37,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,1438.3,0,1438.3,0.79,2075,66,0.6920000000000001,0.0,9.344799999999999e-05,0.9999100000000001
92138,Existing Customer,39,M,2,Post-Graduate,Married,$60K - $80K,Blue,36,6,3,2,5471.0,2056,3415.0,0.465,1992,46,0.7040000000000001,0.376,0.00021165,0.99979
92139,Existing Customer,39,M,2,High School,Married,$80K - $120K,Blue,34,6,3,3,8823.0,1541,7282.0,1.06,1961,32,1.0,0.175,0.00029408,0.99971
92140,Existing Customer,55,M,1,Graduate,Married,$60K - $80K,Blue,44,6,2,4,2173.0,1520,653.0,0.652,1485,26,0.529,0.6990000000000001,0.00030653,0.99969
92141,Attrited Customer,37,M,2,Graduate,Single,$120K +,Blue,25,3,3,0,5616.0,0,5616.0,0.995,1564,31,0.47600000000000003,0.0,0.98515,0.01485
92142,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,51,5,2,2,8571.0,1616,6955.0,0.6,1397,28,0.647,0.18899999999999997,0.00015460000000000002,0.99985
92143,Existing Customer,45,F,2,Graduate,Divorced,Less than $40K,Blue,36,6,6,3,2803.0,0,2803.0,0.565,3347,71,0.732,0.0,0.00023881,0.99976
92144,Existing Customer,53,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,2,3924.0,2517,1407.0,0.511,1417,30,0.667,0.6409999999999999,0.00011937,0.9998799999999999
92145,Existing Customer,37,M,2,Graduate,Single,$60K - $80K,Blue,23,6,1,2,5663.0,1149,4514.0,0.767,2553,61,0.794,0.203,5.5077e-05,0.9999399999999999
92146,Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,49,3,1,2,3955.0,2000,1955.0,0.425,1560,43,0.483,0.506,4.8595e-05,0.99995
92147,Existing Customer,29,F,0,Uneducated,Single,Less than $40K,Blue,23,5,3,4,7997.0,0,7997.0,0.935,2208,56,0.8059999999999999,0.0,0.00045531,0.99954
92148,Existing Customer,56,F,4,Uneducated,Married,Less than $40K,Blue,36,4,1,5,3652.0,1351,2301.0,0.836,1561,39,0.625,0.37,0.00029487,0.99971
92149,Existing Customer,37,M,2,Graduate,Married,$80K - $120K,Blue,27,4,2,1,12702.0,2008,10694.0,0.51,1992,40,0.667,0.158,6.864e-05,0.9999299999999999
92150,Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,23,4,3,2,7189.0,1550,5639.0,0.5379999999999999,1935,52,0.368,0.21600000000000003,0.00016413,0.99984
92151,Existing Customer,58,M,1,Graduate,Married,$80K - $120K,Blue,42,4,3,1,12421.0,2517,9904.0,0.73,1913,49,0.69,0.203,0.00010182,0.9999
92152,Existing Customer,29,F,0,Post-Graduate,Divorced,Less than $40K,Blue,17,3,2,4,2585.0,2008,577.0,1.266,3519,73,0.622,0.777,0.00032974,0.9996700000000001
92153,Existing Customer,38,M,2,High School,Married,$120K +,Blue,29,4,1,2,2818.0,1656,1162.0,1.4040000000000001,2916,45,0.9570000000000001,0.588,5.3541999999999997e-05,0.99995
92154,Attrited Customer,65,M,1,,Single,Less than $40K,Blue,36,3,4,4,2351.0,0,2351.0,0.8809999999999999,1593,35,0.591,0.0,0.99845,0.001551
92155,Existing Customer,62,F,1,Graduate,Married,Less than $40K,Blue,49,4,2,2,3143.0,2517,626.0,0.625,1323,25,0.9229999999999999,0.8009999999999999,0.00010684,0.99989
92156,Existing Customer,53,M,1,Graduate,,$80K - $120K,Blue,42,5,5,4,6514.0,978,5536.0,0.843,3084,63,0.6579999999999999,0.15,0.00054096,0.99946
92157,Existing Customer,26,F,0,Graduate,Single,$40K - $60K,Blue,17,5,3,3,3119.0,1328,1791.0,0.722,2740,62,0.512,0.426,0.0002596,0.99974
92158,Attrited Customer,46,F,3,High School,Single,Less than $40K,Silver,39,1,0,4,13092.0,1962,11130.0,0.6859999999999999,936,25,0.25,0.15,0.98159,0.01841
92159,Existing Customer,51,F,1,College,Married,$40K - $60K,Blue,44,4,2,1,1438.3,0,1438.3,0.8029999999999999,2207,68,0.511,0.0,6.2639e-05,0.9999399999999999
92160,Existing Customer,39,M,2,Uneducated,Married,Less than $40K,Blue,34,4,2,4,3702.0,1118,2584.0,1.04,2585,64,0.778,0.302,0.00033577,0.99966
92161,Existing Customer,51,F,1,High School,Married,,Blue,36,3,2,3,9095.0,2517,6578.0,0.37,1347,27,0.42100000000000004,0.27699999999999997,0.00017468,0.9998299999999999
92162,Existing Customer,59,M,2,High School,Married,$40K - $60K,Blue,50,6,3,2,2701.0,1572,1129.0,0.475,1469,36,0.5,0.5820000000000001,0.00017486,0.9998299999999999
92163,Existing Customer,56,M,3,,Married,$40K - $60K,Blue,45,6,2,4,1813.0,1387,426.0,0.406,1468,32,0.231,0.765,0.00037246,0.9996299999999999
92164,Existing Customer,56,F,2,Graduate,Married,,Blue,36,3,3,2,5335.0,996,4339.0,0.469,1454,43,0.433,0.187,0.00017987,0.99982
92165,Existing Customer,31,M,1,Graduate,Married,$40K - $60K,Blue,20,6,2,5,2469.0,1695,774.0,0.8420000000000001,1615,36,0.33299999999999996,0.687,0.00053033,0.9994700000000001
92166,Existing Customer,37,M,0,High School,Divorced,$40K - $60K,Blue,36,3,1,5,3091.0,0,3091.0,0.665,2572,65,0.5479999999999999,0.0,0.00022813,0.99977
92167,Existing Customer,36,M,2,High School,Single,$40K - $60K,Blue,32,3,5,2,2683.0,1533,1150.0,0.821,2373,73,0.659,0.5710000000000001,0.0001953,0.9998
92168,Existing Customer,26,F,1,,Single,,Blue,15,3,4,3,5464.0,0,5464.0,0.7,2473,46,0.484,0.0,0.00037718,0.9996200000000001
92169,Existing Customer,61,F,0,Graduate,Married,Less than $40K,Blue,53,4,1,2,2942.0,2022,920.0,0.537,1479,28,0.217,0.687,4.7263000000000005e-05,0.99995
92170,Existing Customer,26,M,0,High School,Single,Less than $40K,Blue,36,6,3,3,2735.0,1348,1387.0,0.805,2441,58,0.45,0.493,0.00025237,0.99975
92171,Existing Customer,35,M,2,College,Married,$80K - $120K,Blue,36,5,2,4,15279.0,1496,13783.0,0.997,2079,57,0.425,0.098,0.00031749,0.9996799999999999
92172,Existing Customer,53,M,3,College,Married,$120K +,Blue,43,4,2,5,14938.0,1155,13783.0,0.995,2248,51,0.645,0.077,0.00056998,0.9994299999999999
92173,Existing Customer,59,M,2,High School,Married,Less than $40K,Blue,42,3,3,5,4328.0,670,3658.0,0.396,1580,54,0.5429999999999999,0.155,0.00086777,0.99913
92174,Existing Customer,37,M,1,Graduate,Single,$80K - $120K,Blue,24,4,4,4,34516.0,934,33582.0,0.6809999999999999,1768,52,0.5760000000000001,0.027000000000000003,0.00058531,0.99941
92175,Existing Customer,38,M,3,High School,Married,$60K - $80K,Blue,26,5,4,2,5824.0,1542,4282.0,0.8270000000000001,1801,44,0.5710000000000001,0.265,0.00021928,0.9997799999999999
92176,Existing Customer,56,F,5,Doctorate,Married,,Blue,48,4,2,2,11281.0,2118,9163.0,0.534,1255,30,0.304,0.188,0.00017004,0.9998299999999999
92177,Existing Customer,37,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,5,7959.0,998,6961.0,0.773,1855,29,0.318,0.125,0.00091777,0.99908
92178,Existing Customer,33,M,1,Graduate,Married,$120K +,Blue,21,4,1,3,4459.0,1899,2560.0,1.349,2502,48,1.0,0.426,8.6952e-05,0.9999100000000001
92179,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,24,4,1,5,17162.0,773,16389.0,1.238,2457,54,1.0,0.045,0.00026586,0.9997299999999999
92180,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,50,4,3,5,16254.0,1518,14736.0,1.256,2502,55,0.5710000000000001,0.09300000000000001,0.00086149,0.9991399999999999
92181,Existing Customer,59,M,0,High School,Married,$80K - $120K,Blue,47,5,1,2,3278.0,1306,1972.0,0.39899999999999997,1374,32,0.391,0.39799999999999996,4.5946000000000004e-05,0.99995
92182,Existing Customer,30,M,1,Post-Graduate,Married,Less than $40K,Blue,17,5,1,2,7173.0,1227,5946.0,0.6459999999999999,1793,33,0.737,0.171,6.083e-05,0.9999399999999999
92183,Existing Customer,56,M,2,High School,Married,$40K - $60K,Blue,36,5,2,3,3295.0,2002,1293.0,0.599,1191,34,0.545,0.608,0.0001861,0.9998100000000001
92184,Existing Customer,33,M,2,,Single,$120K +,Blue,15,4,2,2,25033.0,2300,22733.0,0.716,2529,71,0.578,0.092,0.00012511,0.99987
92185,Existing Customer,31,M,0,Graduate,Divorced,$60K - $80K,Blue,24,6,2,2,4232.0,2092,2140.0,0.604,2565,69,0.865,0.494,9.7673e-05,0.9999
92186,Existing Customer,26,M,1,College,Single,$40K - $60K,Blue,36,3,4,3,2703.0,1256,1447.0,0.9490000000000001,2111,29,0.706,0.465,0.00033362,0.9996700000000001
92187,Existing Customer,29,M,1,Graduate,Married,Less than $40K,Blue,18,4,1,4,2710.0,629,2081.0,0.7709999999999999,1718,37,0.762,0.23199999999999998,0.00014834,0.99985
92188,Existing Customer,53,F,2,Uneducated,Married,Less than $40K,Blue,42,6,1,5,2322.0,1284,1038.0,0.6729999999999999,1573,27,0.929,0.5529999999999999,0.00028116,0.99972
92189,Existing Customer,35,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,5931.0,0,5931.0,0.6679999999999999,2730,71,0.614,0.0,0.00043049,0.9995700000000001
92190,Existing Customer,35,M,2,Uneducated,,$120K +,Blue,29,5,1,2,3300.0,1731,1569.0,0.6890000000000001,1745,27,0.929,0.525,5.663e-05,0.9999399999999999
92191,Existing Customer,56,F,4,High School,Married,Less than $40K,Blue,51,4,2,3,1438.3,0,1438.3,0.47200000000000003,1354,24,0.7140000000000001,0.0,0.00019517,0.9998
92192,Existing Customer,35,F,1,Uneducated,Single,,Silver,27,4,3,2,34516.0,0,34516.0,0.682,2562,62,0.722,0.0,0.00015686,0.99984
92193,Existing Customer,35,M,3,Uneducated,Married,$40K - $60K,Blue,36,6,2,5,8682.0,1647,7035.0,0.971,1792,36,0.8,0.19,0.00060278,0.9994
92194,Attrited Customer,32,M,1,High School,Divorced,$60K - $80K,Blue,13,3,3,3,12616.0,0,12616.0,1.054,1376,29,0.611,0.0,0.99639,0.00360858
92195,Existing Customer,49,M,4,College,,Less than $40K,Blue,43,5,2,4,9652.0,2517,7135.0,0.889,3762,73,0.5870000000000001,0.261,0.00033297,0.9996700000000001
92196,Existing Customer,36,M,4,Graduate,Divorced,$120K +,Blue,29,3,2,2,1651.0,770,881.0,0.736,2516,54,0.385,0.466,0.00011937,0.9998799999999999
92197,Existing Customer,37,M,3,,Married,$60K - $80K,Blue,29,5,1,5,2576.0,1640,936.0,1.128,2568,34,0.889,0.637,0.00031189,0.99969
92198,Existing Customer,58,M,1,High School,Married,$60K - $80K,Blue,47,3,1,4,2212.0,1392,820.0,0.573,1387,34,0.7,0.629,0.00014421,0.9998600000000001
92199,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,21,5,6,3,2157.0,1188,969.0,0.847,2111,59,0.639,0.551,0.00023216,0.99977
92200,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,26,5,1,2,2575.0,1424,1151.0,0.5429999999999999,1487,33,0.737,0.5529999999999999,5.5077e-05,0.9999399999999999
92201,Existing Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,56,6,1,2,8705.0,1453,7252.0,1.11,2688,88,0.956,0.16699999999999998,4.8595e-05,0.99995
92202,Existing Customer,65,M,0,High School,Married,Less than $40K,Blue,56,3,3,5,3838.0,1736,2102.0,0.445,1467,29,0.706,0.452,0.00074474,0.99926
92203,Existing Customer,51,M,2,,Married,$120K +,Blue,42,4,1,4,10306.0,1427,8879.0,0.7090000000000001,1456,44,0.294,0.138,0.00017371,0.9998299999999999
92204,Existing Customer,56,F,1,Uneducated,Married,$40K - $60K,Blue,40,4,2,5,5366.0,1271,4095.0,0.5579999999999999,1748,38,0.9,0.237,0.00054528,0.99945
92205,Existing Customer,58,M,0,High School,Married,$80K - $120K,Blue,36,6,3,2,2994.0,2351,643.0,0.469,1540,32,0.185,0.785,0.00015005,0.99985
92206,Attrited Customer,39,M,1,Uneducated,Married,Less than $40K,Blue,36,3,3,3,4247.0,0,4247.0,0.405,847,17,0.133,0.0,0.99659,0.00341249
92207,Existing Customer,51,F,1,College,Single,Less than $40K,Blue,36,4,4,2,1737.0,1145,592.0,0.809,1954,42,1.3330000000000002,0.659,0.00019837,0.9998
92208,Existing Customer,58,M,4,Uneducated,Single,$40K - $60K,Silver,50,5,2,3,18431.0,902,17529.0,1.296,2950,61,0.848,0.049,0.00018652,0.9998100000000001
92209,Existing Customer,34,F,3,Graduate,Married,Less than $40K,Blue,23,5,3,3,2263.0,1794,469.0,0.794,2154,37,0.542,0.7929999999999999,0.0003139,0.99969
92210,Existing Customer,39,M,3,,Single,$80K - $120K,Blue,23,6,1,4,2718.0,2156,562.0,0.6679999999999999,1711,36,0.44,0.7929999999999999,0.00018025,0.99982
92211,Existing Customer,54,F,1,College,Married,,Blue,43,3,3,2,5839.0,2130,3709.0,0.687,1640,44,0.33299999999999996,0.365,0.00016415,0.99984
92212,Existing Customer,26,F,2,High School,Single,,Blue,13,5,0,3,5137.0,0,5137.0,0.6990000000000001,2496,49,0.581,0.0,3.3324e-05,0.99997
92213,Existing Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,43,4,2,3,11909.0,1018,10891.0,1.006,1938,53,0.6559999999999999,0.085,0.00017969,0.99982
92214,Existing Customer,32,M,3,College,Single,$80K - $120K,Blue,21,4,3,5,21390.0,0,21390.0,0.946,2477,59,0.341,0.0,0.00090051,0.9991
92215,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,39,4,1,4,9264.0,629,8635.0,0.659,4107,79,0.58,0.068,0.00015942,0.99984
92216,Existing Customer,39,F,2,Uneducated,Married,Less than $40K,Blue,26,4,2,5,5484.0,2517,2967.0,0.489,2025,51,0.37799999999999995,0.45899999999999996,0.00058091,0.9994200000000001
92217,Attrited Customer,32,M,2,Graduate,Married,$40K - $60K,Blue,22,3,3,5,4739.0,0,4739.0,0.363,886,21,0.4,0.0,0.9988799999999999,0.00111805
92218,Attrited Customer,30,M,1,College,Divorced,Less than $40K,Blue,19,4,3,3,7970.0,0,7970.0,0.7759999999999999,1284,30,0.429,0.0,0.99639,0.00360825
92219,Existing Customer,37,M,1,Uneducated,Single,$80K - $120K,Blue,36,6,1,2,3127.0,2378,749.0,0.862,2292,49,0.441,0.76,5.3155e-05,0.99995
92220,Existing Customer,38,M,2,Uneducated,Single,$40K - $60K,Blue,36,5,1,2,7756.0,1670,6086.0,0.78,1858,51,0.545,0.215,5.663e-05,0.9999399999999999
92221,Existing Customer,46,M,2,Uneducated,Single,$120K +,Blue,33,6,2,3,34516.0,676,33840.0,0.8140000000000001,3508,58,0.871,0.02,0.00019683,0.9998
92222,Existing Customer,36,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,4,5605.0,1322,4283.0,1.204,2338,41,0.9520000000000001,0.23600000000000002,0.00053055,0.9994700000000001
92223,Existing Customer,33,M,1,Post-Graduate,Married,$80K - $120K,Blue,36,4,3,2,2946.0,1359,1587.0,0.746,2017,48,0.455,0.461,0.00019866,0.9998
92224,Existing Customer,58,F,3,Post-Graduate,Single,Less than $40K,Blue,54,4,2,3,8886.0,0,8886.0,0.6940000000000001,4148,79,0.7559999999999999,0.0,0.00023373,0.99977
92225,Existing Customer,46,M,4,Doctorate,Married,$120K +,Blue,36,3,2,5,3104.0,862,2242.0,1.057,2781,74,0.682,0.278,0.00085723,0.9991399999999999
92226,Existing Customer,39,M,5,,Married,$80K - $120K,Blue,36,4,3,3,19435.0,2120,17315.0,0.625,2062,55,0.486,0.109,0.00034328,0.99966
92227,Existing Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,46,3,3,3,3312.0,1624,1688.0,0.573,1973,55,0.667,0.49,0.00043772,0.99956
92228,Existing Customer,50,M,3,High School,Married,$120K +,Blue,40,5,1,4,34516.0,0,34516.0,0.986,1930,36,0.44,0.0,0.00015942,0.99984
92229,Existing Customer,41,M,3,College,Single,$60K - $80K,Blue,33,6,1,4,5246.0,0,5246.0,0.9690000000000001,3189,56,0.556,0.0,0.00015944,0.99984
92230,Existing Customer,53,M,1,Graduate,,$60K - $80K,Blue,41,4,1,2,2432.0,1554,878.0,1.158,3670,60,0.818,0.639,5.1696999999999996e-05,0.99995
92231,Existing Customer,36,F,5,Graduate,Married,Less than $40K,Blue,30,3,3,3,3103.0,2399,704.0,0.581,1836,48,0.655,0.773,0.00031231,0.99969
